Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,WHIP,BABIP,FIP,xFIP,GB%,FB%,SwStr%,PlayerId
Carl Edwards Jr.,TEX,AAA,33,2,1,4.44,15,8,0,0,2,0,,50.2,221,58,31,16,2,1,1,57,10.12,2.84,3.56,1.24,25.8,7.2,18.6,1.46,0.367,4.58,4.05,54.9,24.3,11.5,13607
Tayler Scott,ARI,AAA,33,2,3,3.97,23,0,0,0,4,3,,22.2,99,23,12,10,1,0,0,26,10.32,3.97,2.60,0.40,26.3,10.1,16.2,1.46,0.361,3.70,4.43,50.0,26.7,10.8,13652
John Gant,KCR,AAA,32,5,5,6.00,19,19,0,0,0,0,,81,375,93,57,45,2,8,1,69,7.67,5.00,1.53,1.33,18.4,12.0,6.4,1.70,0.328,5.46,5.31,43.6,32.7,10.0,13684
Joey Krehbiel,TBR,AAA,32,5,2,5.34,45,0,0,0,4,3,,57.1,264,70,39,19,1,2,0,51,8.01,2.98,2.68,0.78,19.3,7.2,12.1,1.55,0.346,3.90,4.40,50.0,29.3,10.2,13707
Austin Adams,BOS,AAA,34,1,2,9.13,24,1,0,0,0,2,,23.2,128,33,27,21,3,1,0,34,12.93,7.99,1.62,1.14,26.6,16.4,10.2,2.28,0.448,5.31,5.54,34.3,38.8,10.9,13801
Chris Flexen,CHC,AAA,30,3,0,1.16,5,5,0,0,0,0,,23.1,94,19,4,8,1,0,0,21,8.10,3.09,2.63,0.00,22.3,8.5,13.8,1.16,0.297,2.85,4.39,31.3,32.8,9.7,13896
Dietrich Enns,DET,AAA,34,2,2,2.89,14,14,0,0,0,0,,62.1,266,61,26,15,3,1,0,71,10.25,2.17,4.73,0.58,26.7,5.6,21.1,1.22,0.329,2.92,3.70,41.5,34.5,13.8,13932
Joel Payamps,MIL,AAA,31,1,1,4.72,27,0,0,0,6,1,,26.2,110,24,17,6,0,0,0,30,10.12,2.02,5.00,0.67,27.3,5.5,21.8,1.12,0.306,2.90,3.72,38.9,38.9,14.7,14332
Ty Blach,TEX,"AAA,CPX",34,3,0,3.54,12,12,0,0,0,0,,56,241,64,29,13,2,1,0,48,7.71,2.09,3.69,0.80,19.9,5.4,14.5,1.38,0.341,4.26,4.51,49.1,24.9,9.6,14361
Jackson Stephens,ATL,AAA,31,4,0,2.57,22,4,0,0,0,1,,49,189,35,14,15,1,0,0,42,7.71,2.76,2.80,0.18,22.2,7.9,14.3,1.02,0.262,3.03,3.98,41.5,26.9,10.2,14420
J.B. Wendelken,SDP,"AA,AAA,CPX",32,1,1,7.33,16,2,0,0,0,1,,23.1,105,29,20,13,2,3,0,25,9.64,5.01,1.92,0.39,23.8,12.4,11.4,1.80,0.438,4.06,4.05,56.9,16.9,12.4,14506
Jose Ruiz,TEX,AAA,30,1,2,2.73,29,0,0,0,9,1,,33,130,28,10,7,1,0,2,31,8.45,1.91,4.43,0.27,23.8,5.4,18.5,1.06,0.300,3.07,4.09,48.9,28.9,14.0,14552
Paul Blackburn,NYM,"A+,AA,AAA,CPX",31,5,3,3.09,12,12,0,0,0,0,,55.1,221,43,22,19,2,1,0,56,9.11,3.09,2.95,0.81,25.3,8.6,16.7,1.12,0.273,3.76,3.59,47.6,25.2,14.3,14739
Buck Farmer,CIN,"AAA,CPX",34,5,2,4.47,48,0,0,0,8,3,,52.1,232,48,30,27,3,2,0,50,8.60,4.64,1.85,0.52,21.6,11.6,9.9,1.43,0.302,4.32,4.79,45.9,28.1,11.2,14814
Joe Mantiply,TOR,"A,AAA",34,4,1,4.18,25,1,0,0,0,0,,28,119,33,17,4,0,1,0,30,9.64,1.29,7.50,1.61,25.2,3.4,21.8,1.32,0.350,4.30,2.79,50.6,19.0,14.2,14857
Sam Moll,CIN,AAA,33,0,3,5.00,28,0,0,0,0,1,,27,113,26,17,11,3,1,0,27,9.00,3.67,2.45,0.67,23.9,9.7,14.2,1.37,0.343,4.01,3.81,58.8,17.6,9.0,14874
Chad Kuhl,ATL,AAA,32,0,3,6.55,7,3,0,0,0,2,,22,105,26,17,12,2,3,0,18,7.36,4.91,1.50,0.82,17.1,11.4,5.7,1.73,0.338,4.95,5.94,29.6,39.4,11.1,14975
Trevor Gott,SEA,"AAA,CPX",32,3,3,7.40,24,0,0,0,0,2,,20.2,99,28,19,8,2,2,2,19,8.27,3.48,2.38,2.18,19.2,8.1,11.1,1.74,0.354,6.78,5.72,43.3,35.8,10.3,15046
Alan Busenitz,CIN,AAA,34,2,3,6.75,18,0,0,0,1,0,,25.1,112,29,21,8,1,0,0,21,7.46,2.84,2.63,3.20,18.8,7.1,11.6,1.46,0.274,7.52,4.99,38.8,38.8,10.5,15239
Cole Sulser,TBR,AAA,35,3,0,1.30,30,0,0,0,2,0,,34.2,130,23,7,5,1,0,0,34,8.83,1.30,6.80,0.52,26.2,3.8,22.3,0.81,0.239,2.80,3.53,42.2,33.3,14.3,15256
Kevin Herget,ATL,AAA,34,3,0,3.09,36,3,0,0,2,1,,46.2,188,44,18,11,1,1,0,49,9.45,2.12,4.45,1.74,26.1,5.9,20.2,1.18,0.297,4.67,4.14,37.6,43.2,13.5,15369
Zack Weiss,STL,AAA,33,3,2,5.43,43,0,0,0,2,2,,66.1,288,65,44,36,1,6,1,77,10.45,4.88,2.14,2.31,26.7,12.5,14.2,1.52,0.306,6.18,4.60,34.3,39.5,13.5,15444
Jose De Leon,BOS,AAA,32,0,9,6.93,22,13,0,0,0,0,,75.1,362,78,59,52,10,4,0,89,10.63,6.21,1.71,1.91,24.6,14.4,10.2,1.73,0.318,6.36,5.46,34.0,39.8,10.7,15463
Erick Mejia,WSN,"A,AA,AAA",30,1,0,4.59,45,0,0,0,2,4,,49,214,34,30,34,1,2,1,58,10.65,6.24,1.71,0.73,27.1,15.9,11.2,1.39,0.256,4.24,4.25,34.2,37.6,13.0,15817
Adam Plutko,CIN,AAA,33,8,7,4.74,21,20,1,0,0,0,,98.2,419,95,54,30,3,1,0,61,5.56,2.74,2.03,1.55,14.6,7.2,7.4,1.27,0.253,5.50,5.77,33.4,45.3,8.8,15846
Wander Suero,ATL,AAA,33,2,3,1.29,45,0,0,0,13,1,,48.2,197,36,12,13,5,1,0,64,11.84,2.40,4.92,0.37,32.5,6.6,25.9,1.01,0.301,2.51,3.73,29.2,44.2,13.9,15855
Nick Burdi,BOS,AAA,32,4,0,2.83,31,0,0,0,5,1,,35,150,28,11,16,2,3,1,45,11.57,4.11,2.81,0.26,30.0,10.7,19.3,1.26,0.314,2.84,3.79,45.3,31.4,11.0,16074
Zach Thompson,ATL,"AA,AAA",31,2,4,6.57,17,6,0,0,1,0,,37,170,41,32,22,1,2,0,29,7.05,5.35,1.32,1.22,17.1,12.9,4.1,1.70,0.319,5.47,5.12,43.9,30.7,7.3,16094
John Curtiss,ARI,AAA,32,1,1,6.34,25,1,0,0,2,0,,32.2,142,38,24,9,0,0,0,28,7.71,2.48,3.11,1.93,19.7,6.3,13.4,1.44,0.316,5.86,5.44,28.8,40.4,10.3,16128
Brandon Leibrandt,NYY,AAA,32,1,0,2.85,10,9,0,0,1,0,,41,163,32,13,14,0,0,0,37,8.12,3.07,2.64,1.32,22.7,8.6,14.1,1.12,0.245,4.62,4.22,50.5,32.4,12.7,16135
Brandon Woodruff,MIL,"A+,AAA",32,3,2,2.79,10,10,1,0,0,0,,42,170,37,15,12,1,0,0,35,7.50,2.57,2.92,0.43,20.6,7.1,13.5,1.17,0.292,3.34,4.25,34.2,35.8,10.7,16162
Justin Anderson,CHW,AAA,32,3,4,7.29,31,0,0,0,4,4,,33.1,164,37,28,26,8,5,1,35,9.45,7.02,1.35,0.54,21.3,15.9,5.5,1.89,0.376,5.24,5.64,46.2,25.3,15.2,16201
Spencer Turnbull,CHC,"A,AAA,CPX",32,0,8,7.52,16,15,0,0,0,0,,64.2,312,81,56,36,6,4,4,60,8.35,5.01,1.67,0.84,19.2,11.5,7.7,1.81,0.368,4.87,5.26,43.4,32.2,10.8,16207
John Means,CLE,"A+,AAA",32,0,2,6.08,7,7,0,0,0,0,,26.2,112,23,19,11,1,0,1,22,7.43,3.71,2.00,2.36,19.6,9.8,9.8,1.28,0.225,6.59,5.57,29.5,51.3,8.7,16269
Victor Gonzalez,LAA,"A,AAA",29,2,0,3.89,37,0,0,0,5,1,,41.2,194,32,19,34,5,7,0,35,7.56,7.34,1.03,0.65,18.0,17.5,0.5,1.58,0.248,6.03,6.77,47.4,35.1,9.8,16408
Dan Altavilla,CHW,AAA,32,1,1,2.42,24,0,0,0,7,1,,26,111,21,9,13,3,1,0,21,7.27,4.50,1.62,0.69,18.9,11.7,7.2,1.31,0.264,4.73,5.30,48.6,33.3,9.8,16507
Austin Gomber,COL,"AA,AAA",31,2,1,1.16,7,6,0,0,0,0,,31,117,18,5,7,0,1,0,32,9.29,2.03,4.57,0.29,27.4,6.0,21.4,0.81,0.221,2.62,4.21,41.6,48.1,12.6,16561
Jeff Brigham,ARI,"AAA,CPX",33,6,2,4.98,18,1,0,0,0,2,,21.2,90,16,14,11,0,0,0,32,13.29,4.57,2.91,2.08,35.6,12.2,23.3,1.25,0.262,5.56,4.30,41.3,45.7,13.4,16631
Julian Merryweather,NYM,AAA,33,1,0,5.87,23,0,0,0,3,1,,23,101,20,15,12,0,1,0,31,12.13,4.70,2.58,1.96,30.7,11.9,18.8,1.39,0.283,5.19,4.15,36.2,41.4,15.0,16703
Vinny Nittoli,MIL,AAA,34,0,1,4.58,37,1,0,0,0,2,,39.1,178,43,22,15,2,0,0,46,10.53,3.43,3.07,1.37,25.8,8.4,17.4,1.47,0.339,4.44,4.28,41.6,37.2,14.1,16754
Aaron Wilkerson,STL,AAA,36,7,3,3.89,29,29,0,0,0,0,,152.2,608,135,67,30,3,1,0,118,6.96,1.77,3.93,1.59,19.4,4.9,14.5,1.08,0.251,4.90,4.76,33.0,42.7,9.5,16904
Touki Toussaint,LAA,AAA,29,3,3,7.34,24,4,0,0,2,1,,68.2,329,78,61,52,5,3,1,72,9.44,6.82,1.38,1.44,21.9,15.8,6.1,1.89,0.354,6.44,5.86,47.7,28.1,11.3,16929
Sean Reid-Foley,NYM,AAA,29,1,3,7.07,31,0,0,0,1,2,,28,153,33,24,33,2,6,0,39,12.54,10.61,1.18,1.61,25.5,21.6,3.9,2.36,0.378,7.02,6.16,48.7,30.3,12.9,17034
Matt Gage,SFG,AAA,32,3,1,1.43,28,1,0,0,3,2,,37.2,142,29,11,6,0,2,1,32,7.65,1.43,5.33,0.48,22.5,4.2,18.3,0.93,0.265,3.03,3.81,43.3,30.8,11.1,17381
Albert Abreu,CIN,AAA,29,0,0,5.79,17,2,0,0,1,1,,23.1,113,29,15,16,1,1,0,18,6.94,6.17,1.13,0.77,15.9,14.2,1.8,1.93,0.355,5.25,5.09,59.2,17.1,11.1,17485
Diego Castillo,COL,AAA,31,3,2,5.06,20,0,0,0,2,5,,21.1,95,20,13,13,2,2,1,23,9.70,5.48,1.77,1.69,24.2,13.7,10.5,1.55,0.302,6.36,5.64,33.9,35.7,14.2,17496
JT Brubaker,SFG,"A+,AA,AAA",31,2,0,2.51,9,8,0,0,0,0,,32.1,125,16,10,14,2,3,0,24,6.68,3.90,1.71,0.84,19.2,11.2,8.0,0.93,0.159,4.81,4.82,51.2,28.6,9.6,17578
Tanner Rainey,PIT,AAA,32,1,0,2.88,36,2,0,0,4,1,,40.2,169,25,14,23,1,2,0,54,11.95,5.09,2.35,0.22,32.0,13.6,18.3,1.18,0.267,2.93,4.21,38.9,42.2,16.3,17610
Jose Cuas,PHI,"AA,AAA",31,3,1,5.20,25,0,0,0,1,0,,27.2,135,25,17,23,3,1,0,27,8.78,7.48,1.17,0.65,20.0,17.0,3.0,1.73,0.288,5.05,5.10,44.3,27.8,9.4,17701
Nabil Crismatt,PHI,AAA,30,5,6,3.96,20,20,0,0,0,0,,102.1,426,100,49,25,3,1,0,70,6.16,2.20,2.80,1.32,16.4,5.9,10.6,1.22,0.272,4.86,4.86,40.0,35.1,9.0,17732
Patrick Weigel,WSN,AAA,30,4,5,8.29,31,0,0,0,3,4,,33.2,156,38,35,16,3,5,2,46,12.30,4.28,2.88,2.67,29.5,10.3,19.2,1.60,0.346,6.32,4.33,35.6,41.1,14.8,17792
Dillon Tate,TOR,AAA,31,4,0,2.06,36,0,0,0,7,2,,39.1,167,29,9,20,2,1,0,38,8.69,4.58,1.90,0.46,22.8,12.0,10.8,1.25,0.257,3.90,4.55,48.1,28.8,14.0,17796
Tyler Jay,MIL,AAA,31,2,1,3.33,28,0,0,0,2,1,,27,113,18,11,14,3,2,0,21,7.00,4.67,1.50,0.33,18.6,12.4,6.2,1.19,0.230,4.31,5.22,52.1,30.1,5.8,17952
Triston McKenzie,CLE,"AAA,CPX",27,0,3,7.17,16,5,0,0,0,0,,21.1,108,14,19,31,2,7,0,31,13.08,13.08,1.00,0.84,28.7,28.7,0.0,2.11,0.286,7.12,7.13,36.4,47.7,15.9,18000
Anthony Misiewicz,MIN,AAA,30,2,2,3.82,28,0,0,0,8,2,,33,126,23,17,11,0,3,0,30,8.18,3.00,2.73,1.36,23.8,8.7,15.1,1.03,0.225,4.65,4.23,42.7,36.6,14.4,18152
Carson Fulmer,PIT,AAA,31,2,3,3.98,22,6,0,0,0,0,,54.1,238,57,25,22,1,2,0,50,8.28,3.64,2.27,0.83,21.0,9.2,11.8,1.45,0.325,4.22,4.62,44.3,33.6,12.1,18311
Jacob Waguespack,TBR,AAA,31,2,0,2.45,25,0,0,0,0,1,,33,127,19,10,11,0,0,0,31,8.45,3.00,2.82,0.55,24.4,8.7,15.7,0.91,0.205,3.41,4.12,48.8,35.4,12.8,18318
Nick Anderson,STL,AAA,34,2,2,5.26,38,0,0,0,4,2,,39.1,177,38,24,19,1,6,0,48,10.98,4.35,2.53,1.14,27.1,10.7,16.4,1.45,0.317,4.46,4.73,35.8,40.6,15.0,18337
Julian Fernandez,LAD,AAA,29,4,2,4.17,47,4,0,0,5,4,,54,235,58,26,18,0,4,2,67,11.17,3.00,3.72,1.33,28.5,7.7,20.9,1.41,0.352,4.30,4.22,40.5,37.2,13.6,18341
Brandon Waddell,NYM,"AA,AAA",31,3,9,4.85,20,16,0,0,0,0,,78,339,84,48,25,7,2,0,69,7.96,2.88,2.76,1.38,20.4,7.4,13.0,1.40,0.319,4.95,4.70,41.5,33.9,10.3,18347
Scott Effross,NYY,"AA,AAA,CPX",31,3,4,6.09,32,1,0,0,3,5,,34,160,45,28,11,1,1,0,28,7.41,2.91,2.55,0.26,17.5,6.9,10.6,1.65,0.370,3.27,3.91,59.0,18.8,8.4,18384
Jose Urquidy,DET,"A,AAA",30,1,1,2.91,11,8,0,0,0,0,,21.2,81,13,7,5,0,0,2,18,7.48,2.08,3.60,0.83,22.2,6.2,16.0,0.83,0.196,3.74,3.99,48.3,34.5,11.4,18413
Junior Fernandez,KCR,AAA,28,3,5,4.40,35,0,0,0,2,3,,43,193,36,25,27,3,10,0,57,11.93,5.65,2.11,0.42,29.5,14.0,15.5,1.47,0.327,3.54,4.09,51.0,28.4,15.8,18496
Kenta Maeda,CHC,AAA,37,6,7,5.40,20,20,0,0,0,0,,100,426,93,63,39,5,3,1,83,7.47,3.51,2.13,1.17,19.5,9.2,10.3,1.32,0.280,4.85,4.56,46.8,27.8,9.6,18498
Phil Bickford,CHC,AAA,29,4,1,3.52,39,0,0,0,2,4,,46,186,30,18,17,4,0,2,53,10.37,3.33,3.12,0.39,28.5,9.1,19.4,1.02,0.255,3.13,4.27,28.6,43.8,11.1,18519
Hobie Harris,BOS,"AAA,CPX",32,1,3,4.05,32,1,0,0,5,3,,40,177,39,22,21,0,3,0,45,10.13,4.73,2.14,1.58,25.4,11.9,13.6,1.50,0.308,5.10,4.75,39.4,41.3,15.0,18615
Jake Woodford,CHC,AAA,28,3,3,4.55,14,10,0,0,0,0,,61.1,271,69,34,20,4,5,0,59,8.66,2.93,2.95,1.32,21.8,7.4,14.4,1.45,0.335,4.65,4.22,47.8,29.1,10.1,18674
Miguel Diaz,SFG,AAA,30,5,1,3.45,50,0,0,0,9,1,,57.1,238,41,24,32,3,3,2,55,8.63,5.02,1.72,0.63,23.1,13.4,9.7,1.27,0.257,4.79,5.45,39.6,34.0,11.3,18815
Beau Burrows,PIT,"A,A+,AA,AAA",28,3,3,2.94,37,1,0,0,9,2,,49,192,27,18,17,2,4,4,49,9.00,3.12,2.88,1.29,25.5,8.9,16.7,0.90,0.171,4.42,4.16,33.6,48.3,11.6,18873
Tommy Nance,TOR,AAA,34,0,4,4.60,27,0,0,0,4,1,,31.1,134,31,20,7,3,1,2,42,12.06,2.01,6.00,0.57,31.3,5.2,26.1,1.21,0.363,2.60,2.65,58.0,19.8,11.8,19178
Robert Dugger,TEX,AAA,29,1,4,14.40,10,4,0,0,0,1,,25,136,41,40,24,1,2,0,21,7.56,8.64,0.88,3.24,15.4,17.6,-2.2,2.60,0.395,9.97,7.42,38.6,33.0,8.3,19191
Jose Quijada,LAA,"AA,AAA",29,3,3,2.48,40,0,0,0,2,0,,40,166,31,14,17,2,0,4,57,12.83,3.83,3.35,0.90,34.3,10.2,24.1,1.20,0.314,3.33,3.35,36.5,44.7,14.7,19200
Jesse Scholtens,TBR,"A+,AAA",31,2,2,4.72,17,15,0,0,0,0,,68.2,291,64,41,21,1,5,0,73,9.57,2.75,3.48,1.05,25.1,7.2,17.9,1.24,0.298,3.84,4.06,42.2,38.5,11.2,19205
Dakota Hudson,LAA,AAA,30,8,7,6.68,28,24,0,0,0,0,,136,643,193,112,51,9,5,0,89,5.89,3.38,1.75,1.46,13.8,7.9,5.9,1.79,0.362,6.08,5.66,46.9,25.5,7.3,19206
Wes Benjamin,SDP,AAA,31,4,8,6.42,28,22,0,0,1,0,,108,500,131,94,49,7,5,1,88,7.33,4.08,1.80,1.33,17.6,9.8,7.8,1.67,0.338,5.82,5.54,41.0,28.2,9.1,19243
Thomas Hatch,KCR,AAA,30,5,6,4.22,18,18,0,0,0,0,,91.2,388,93,43,28,4,1,1,78,7.66,2.75,2.79,0.88,20.1,7.2,12.9,1.32,0.312,4.12,4.09,52.9,24.3,11.4,19264
Justin Dunn,KCR,"AAA,CPX",29,2,10,9.67,19,14,0,0,0,0,,54,281,72,66,45,9,9,2,57,9.50,7.50,1.27,1.50,20.3,16.0,4.3,2.17,0.391,6.65,5.99,41.7,29.2,9.4,19268
Nick Hernandez,HOU,AAA,30,4,5,2.12,46,0,0,0,11,2,,46.2,187,25,13,22,2,2,0,63,12.15,4.24,2.86,0.96,33.7,11.8,21.9,1.01,0.211,4.20,4.66,28.6,48.0,16.1,19281
Trevor Richards,CHC,AAA,32,1,2,5.19,38,1,0,0,2,1,,52,228,54,32,19,1,8,0,55,9.52,3.29,2.89,1.04,24.1,8.3,15.8,1.40,0.327,4.33,4.90,32.7,40.0,12.5,19309
Matt Krook,OAK,AAA,30,5,1,3.19,42,0,0,0,1,1,,48,205,32,19,32,5,5,1,61,11.44,6.00,1.91,0.56,29.8,15.6,14.1,1.33,0.279,4.22,4.20,65.1,20.8,14.3,19315
Eric Lauer,TOR,AAA,30,1,3,4.50,5,5,0,0,0,0,,24,102,24,12,6,1,0,0,21,7.88,2.25,3.50,0.75,20.6,5.9,14.7,1.25,0.306,3.70,4.54,38.4,37.0,12.1,19316
Joey Lucchesi,SFG,AAA,32,2,1,3.23,20,0,0,0,0,0,,30.2,119,22,11,8,2,0,0,31,9.10,2.35,3.88,1.17,26.1,6.7,19.3,0.98,0.243,4.62,4.30,50.6,29.9,12.5,19320
Richard Lovelady,NYM,AAA,29,0,1,1.66,35,1,0,0,8,0,,38,152,27,10,13,3,1,0,40,9.47,3.08,3.08,0.95,26.3,8.6,17.8,1.05,0.250,4.02,3.73,52.6,25.3,11.4,19337
Dane Dunning,TEX,AAA,30,4,2,4.67,18,14,0,0,0,0,,69.1,301,68,40,23,4,7,0,65,8.44,2.99,2.83,0.91,21.6,7.6,14.0,1.31,0.302,4.42,4.81,46.3,32.5,9.9,19409
Shane Bieber,CLE,"A+,AA,AAA,CPX",30,1,1,1.86,7,7,0,0,0,0,,29,107,22,6,3,1,2,1,37,11.48,0.93,12.33,0.93,34.6,2.8,31.8,0.86,0.302,2.82,2.32,58.5,26.2,15.3,19427
Yohan Ramirez,PIT,AAA,30,2,1,3.19,27,0,0,0,7,2,,31,140,27,15,12,9,7,1,41,11.90,3.48,3.42,0.58,29.3,8.6,20.7,1.26,0.329,3.72,3.88,52.7,24.3,12.7,19444
Shaun Anderson,LAA,AAA,30,5,8,6.02,24,23,0,0,0,0,,116.2,527,146,85,39,5,5,1,88,6.79,3.01,2.26,1.16,16.7,7.4,9.3,1.59,0.345,5.26,5.61,38.9,33.2,9.2,19453
Kyle Funkhouser,LAD,AAA,31,2,5,6.03,17,12,0,0,0,0,,62.2,297,74,45,36,5,6,1,56,8.04,5.17,1.56,1.15,18.9,12.1,6.7,1.76,0.344,5.80,5.99,43.0,32.6,9.2,19456
Alan Rangel,PHI,AAA,27,5,5,4.55,25,25,0,0,0,0,,124.2,530,122,67,40,1,0,5,131,9.46,2.89,3.28,2.09,24.7,7.5,17.2,1.30,0.283,5.41,4.38,34.7,41.2,14.7,19524
Ryan Hendrix,KCR,"AA,AAA",30,5,4,7.84,34,0,0,0,0,2,,41.1,207,43,39,32,10,2,0,60,13.06,6.97,1.88,1.09,29.0,15.5,13.5,1.81,0.380,5.21,4.68,48.5,25.2,13.5,19535
Stephen Nogosek,KCR,AAA,30,3,3,4.87,41,5,0,0,2,1,,57.1,251,57,31,25,4,2,1,60,9.42,3.92,2.40,1.26,23.9,10.0,13.9,1.43,0.318,4.73,4.47,42.4,32.9,10.1,19545
Geoff Hartlieb,DET,AAA,31,4,3,4.39,37,1,0,0,4,0,,53.1,225,56,29,17,1,5,0,62,10.46,2.87,3.65,0.68,27.6,7.6,20.0,1.37,0.369,3.16,3.79,39.0,35.5,16.7,19558
Sean Poppen,LAA,"AA,CPX",31,3,4,5.34,22,1,0,0,0,1,,30.1,145,34,20,19,5,1,0,38,11.27,5.64,2.00,0.89,26.2,13.1,13.1,1.75,0.388,4.38,3.80,51.8,24.1,10.4,19583
Forrest Whitley,TBR,AAA,27,8,4,2.80,19,12,0,0,0,0,,61,242,40,19,23,3,2,0,75,11.07,3.39,3.26,0.74,31.0,9.5,21.5,1.03,0.257,3.42,3.90,37.4,39.6,14.3,19586
Guillo Zuniga,SEA,AAA,26,4,1,5.24,42,0,0,0,3,3,,46.1,203,40,27,24,6,7,0,46,8.94,4.66,1.92,0.58,22.7,11.8,10.8,1.38,0.298,4.34,5.02,44.4,32.5,11.7,19588
Cionel Perez,BAL,AAA,29,1,2,6.85,21,0,0,0,0,1,,22.1,113,30,17,19,1,2,0,23,9.27,7.66,1.21,0.40,20.4,16.8,3.5,2.19,0.420,4.71,5.12,48.6,18.6,9.0,19614
Kyle Hart,SDP,AAA,32,3,4,4.10,20,10,0,0,0,0,,63.2,281,64,33,34,2,4,1,52,7.35,4.81,1.53,0.85,18.5,12.1,6.4,1.54,0.310,5.25,5.59,46.6,28.6,7.3,19646
Matt Foster,ARI,AAA,30,2,2,3.89,31,0,0,0,2,1,,34.2,153,37,18,12,1,2,0,42,10.90,3.12,3.50,1.30,27.5,7.8,19.6,1.41,0.344,4.54,4.58,29.9,37.1,12.3,19647
Kyle Wright,KCR,"AA,AAA",29,0,0,5.48,8,8,0,0,0,0,,23,107,22,15,14,2,1,1,21,8.22,5.48,1.50,1.17,19.6,13.1,6.5,1.57,0.284,5.43,5.38,38.8,37.3,7.8,19665
Jason Alexander,OAK,AAA,32,6,0,1.55,13,12,0,0,0,0,,64,268,49,17,29,5,1,1,57,8.02,4.08,1.97,0.42,21.3,10.8,10.4,1.22,0.264,4.39,4.96,55.0,24.0,12.3,19666
Connor Seabold,TBR,AAA,29,3,5,6.07,22,10,0,0,0,0,,69.2,309,70,47,29,9,7,0,64,8.27,3.75,2.21,1.94,20.7,9.4,11.3,1.42,0.286,6.09,5.33,36.0,40.9,12.7,19695
Patrick Murphy,TEX,"AAA,CPX",30,1,2,3.04,15,3,0,0,0,0,,23.2,101,24,9,10,0,1,0,17,6.46,3.80,1.70,0.00,16.8,9.9,6.9,1.44,0.324,3.82,5.06,54.1,21.6,6.3,19712
Kodi Whitley,TBR,"AA,AAA,CPX",30,1,3,4.08,21,0,0,0,2,3,,28.2,116,25,15,4,0,0,0,38,11.93,1.26,9.50,1.57,32.8,3.4,29.3,1.01,0.290,3.51,2.64,38.0,38.0,17.9,19731
Caleb Boushley,TEX,AAA,31,2,1,2.14,11,5,0,0,0,0,,33.2,138,28,9,13,0,2,0,24,6.42,3.48,1.85,0.53,17.4,9.4,8.0,1.22,0.263,4.35,5.56,42.0,37.0,9.3,19736
Reiver Sanmartin,CIN,AAA,29,7,2,2.67,46,2,0,0,0,1,,67.1,281,65,25,18,4,1,0,55,7.35,2.41,3.06,0.67,19.6,6.4,13.2,1.23,0.302,3.81,3.88,58.7,20.4,8.7,19754
Justin Garza,SFG,AAA,31,4,3,7.16,41,1,0,0,7,1,,44,196,49,35,17,1,4,0,40,8.18,3.48,2.35,1.64,20.4,8.7,11.7,1.50,0.315,5.46,4.86,41.2,32.4,9.6,19784
Keegan Thompson,CHC,AAA,30,6,2,4.50,33,5,0,0,0,2,,64,281,65,33,25,8,3,0,83,11.67,3.52,3.32,0.98,29.5,8.9,20.6,1.41,0.367,3.87,3.94,41.4,34.6,13.8,19795
Wil Crowe,PHI,"AA,AAA",30,3,5,7.74,13,11,0,0,0,1,,43,207,53,42,25,1,5,1,32,6.70,5.23,1.28,1.26,15.5,12.1,3.4,1.81,0.329,5.46,5.00,47.6,32.4,9.9,19800
CD Pelham,OAK,AA,30,3,4,3.43,41,0,0,0,0,1,,39.1,168,36,20,15,4,4,0,47,10.75,3.43,3.13,0.69,28.0,8.9,19.0,1.30,0.333,3.50,3.70,43.0,37.0,14.3,19820
Gerson Garabito,TEX,AAA,29,0,7,8.53,10,10,0,0,0,0,,31.2,148,39,31,18,2,0,1,28,7.96,5.12,1.56,2.27,18.9,12.2,6.8,1.80,0.337,7.38,6.07,39.4,34.3,8.9,19835
Charlie Barnes,CIN,AAA,29,1,3,7.13,6,6,0,0,0,0,,24,117,41,19,5,0,1,0,27,10.13,1.88,5.40,1.88,23.1,4.3,18.8,1.92,0.450,4.58,3.79,37.6,31.8,9.3,19865
Tucker Davidson,MIL,AAA,29,2,0,4.68,6,6,0,0,0,0,,25,109,28,14,7,1,2,1,25,9.00,2.52,3.57,0.36,22.9,6.4,16.5,1.40,0.360,2.98,4.30,39.5,35.5,8.8,19871
Alex Lange,DET,"A+,AAA",29,2,1,4.62,26,2,0,0,0,1,,25.1,106,16,13,14,2,3,0,32,11.37,4.97,2.29,0.71,30.2,13.2,17.0,1.18,0.250,3.88,3.77,53.4,24.1,19.0,19883
Corbin Martin,BAL,AAA,29,3,3,5.82,34,1,0,0,1,3,,38.2,169,37,25,23,0,1,1,38,8.84,5.35,1.65,1.16,22.5,13.6,8.9,1.55,0.311,5.00,4.86,45.8,32.7,12.5,19884
Ryder Ryan,PIT,AAA,30,8,1,4.73,42,3,0,0,0,4,,72.1,309,58,41,38,6,9,2,61,7.59,4.73,1.61,0.50,19.7,12.3,7.4,1.33,0.270,4.35,5.41,42.8,37.3,13.4,19891
Adonis Medina,SEA,AAA,28,3,5,4.25,37,7,0,0,0,0,,65.2,310,70,40,43,8,3,3,55,7.54,5.89,1.28,0.55,17.7,13.9,3.9,1.72,0.330,5.19,5.69,55.2,23.6,9.0,19903
